epoch,accuracy,dice,loss,val_accuracy,val_dice,val_loss
47,0.9981140494346619,0.9360801577568054,0.15198345482349396,0.9974592924118042,0.905157208442688,0.1386096179485321
48,0.9981817603111267,0.9377644062042236,0.14934861660003662,0.9973273873329163,0.9008896946907043,0.1322997510433197
49,0.9982293844223022,0.9382913112640381,0.1486845761537552,0.9973946809768677,0.9027576446533203,0.13516119122505188
50,0.9982578158378601,0.9389078617095947,0.1503058820962906,0.9968910813331604,0.8860858678817749,0.15548984706401825
51,0.9981188774108887,0.9352685809135437,0.1594945639371872,0.9972065687179565,0.8954094648361206,0.15408003330230713
52,0.9983659982681274,0.9464569687843323,0.15621614456176758,0.9974800944328308,0.9059593081474304,0.1312231719493866
53,0.9984732866287231,0.9495730996131897,0.14658142626285553,0.9973830580711365,0.9030532240867615,0.1223880723118782
54,0.9985690712928772,0.9513364434242249,0.14439141750335693,0.9974939823150635,0.9057942628860474,0.14207887649536133
55,0.9987719058990479,0.9568678140640259,0.14116708934307098,0.9974415302276611,0.9031402468681335,0.15986619889736176
56,0.9986968040466309,0.9540634155273438,0.1389840692281723,0.997563898563385,0.9083972573280334,0.14536966383457184
57,0.9985888004302979,0.9519008994102478,0.1369541734457016,0.9974911212921143,0.9067835807800293,0.13953576982021332
58,0.9986630082130432,0.9525623321533203,0.13551479578018188,0.997469961643219,0.9055353403091431,0.14622320234775543
59,0.9987767338752747,0.9559392929077148,0.13387435674667358,0.997403085231781,0.9023146033287048,0.16288650035858154
60,0.998797595500946,0.9562183022499084,0.13265030086040497,0.997464120388031,0.9044862985610962,0.1587309092283249
61,0.9986810684204102,0.9539868831634521,0.13153870403766632,0.9975143671035767,0.9071686863899231,0.1473970115184784
62,0.9987275004386902,0.9549009799957275,0.13057130575180054,0.9974952936172485,0.9065127372741699,0.14649224281311035
63,0.9988381862640381,0.9579559564590454,0.1297120451927185,0.9974005222320557,0.9026246070861816,0.15482233464717865
64,0.9988812208175659,0.9591454863548279,0.12894302606582642,0.9974064826965332,0.9027085900306702,0.15751132369041443
65,0.9988255500793457,0.9580510854721069,0.1286509484052658,0.9975356459617615,0.9075998663902283,0.15532854199409485
66,0.9988250136375427,0.9582412838935852,0.12841010093688965,0.9975335597991943,0.9076954126358032,0.14899061620235443
67,0.9989219307899475,0.961108386516571,0.1270774006843567,0.9974181056022644,0.9034392237663269,0.15072132647037506
68,0.9989436268806458,0.961723268032074,0.12628120183944702,0.9974481463432312,0.9043741822242737,0.15590286254882812
69,0.9989137053489685,0.9610275030136108,0.12531612813472748,0.9974727034568787,0.9053811430931091,0.15372800827026367
70,0.9989216923713684,0.961351752281189,0.12449638545513153,0.9974333047866821,0.9041109085083008,0.1515091359615326
71,0.9989513158798218,0.9621293544769287,0.12389989197254181,0.9974212050437927,0.9036486744880676,0.15370213985443115
